Comments,Date,Favorites,User,Polarity,Sentiment
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:25,0,“?Mr. Deliverance?”???(M_NaWaZ_S)???,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:24,0,Mrs. Jamala Arshad,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:23,0,Lijian Zhao ???,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:19,0,Almas Nazeer,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:17,0,Syed Irfan Muzammil,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/14/2018 3:15,0,Abakhshbutt,0,neutral
Ant Financial Services To Invest 184 Million Dollars In Telenor Microfinance Bank - https://t.co/98KKEZdKbN,3/14/2018 3:14,2,Mettis Global,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:13,0,SHER Khan,0,neutral
IT Business Analyst (Microfinance YCAB) https://t.co/xqR3Q8f5cB #devjobs #NGO #vacancy,3/14/2018 3:13,0,Devjobsindo,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:09,0,Muhammad Ishtiaq,0,neutral
"RT @asadghafoor: One of Telenor Microfinance Bank's biggest products is Easy Paisa, has approx 20m customers. https://t.co/LkH8U8grkA",3/14/2018 3:09,0,Zeeshan Shah,0.433333333,positive
"RT @asadghafoor: One of Telenor Microfinance Bank's biggest products is Easy Paisa, has approx 20m customers. https://t.co/LkH8U8grkA",3/14/2018 3:09,0,Faseeh Mangi,0.433333333,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:04,0,Hammad Ahmed,0,neutral
RT @Kiva: Build your career in #microfinance &amp; #intldev as a Kiva Fellow! Come travel the world &amp; have an impact with Kiva. Applications op…,3/14/2018 3:04,0,ATLANTA Gladiator,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 3:02,0,Zh.ameer,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:53,0,Abdul Qadir,0,neutral
RT @Kiva: Build your career in #microfinance &amp; #intldev as a Kiva Fellow! Come travel the world &amp; have an impact with Kiva. Applications op…,3/14/2018 2:52,0,Shangri-La,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:50,0,Ibrahim Qazi,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:41,0,Naeem,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:41,0,naveed ahmed,0,neutral
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/14/2018 2:35,0,Zubair Arshad,0.0625,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:34,0,Dr Nasir ?,0,neutral
Exclusive: Myanmar-focused PE Delta Capital closes $7m funding in Easy Microfinance https://t.co/m881ZZnZY4,3/14/2018 2:30,0,DealStreetAsia,0.433333333,positive
RT @ImpInvNetwork: -‘Banking on women’-: How #microfinance empowers Kenyan #women with small loans https://t.co/KVwkU5PHkF @OikocreditUK #S…,3/14/2018 2:29,0,Eric Holterhues,-0.25,neutral
"Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36… https://t.co/FCRjbbvbGv",3/14/2018 2:29,22,Yusuf Hussain,0.0625,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:29,0,Qasim Buttar,0,neutral
RT @Kiva: Build your career in #microfinance &amp; #intldev as a Kiva Fellow! Come travel the world &amp; have an impact with Kiva. Applications op…,3/14/2018 2:28,0,Anoop Kular,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:27,0,????? ????,0,neutral
Build your career in #microfinance &amp; #intldev as a Kiva Fellow! Come travel the world &amp; have an impact with Kiva. A… https://t.co/vZEwpCHJNb,3/14/2018 2:25,11,Kiva,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:22,0,Arsalan Qazi,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:21,0,Sumo,0,neutral
MICROCAPITAL BRIEF: Microfinance Institution Dakahliya Businessmen Association for Community Development (DBACD) of… https://t.co/SDL6CqQIHb,3/14/2018 2:20,0,?????????????News,0,neutral
Myanmar-focused PE Delta Capital closes $7m funding in Easy Microfinance https://t.co/WpTYntXe2z #microfinance… https://t.co/UgpRQjnhXz,3/14/2018 2:20,3,Fintech  Myanmar,0.433333333,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:16,0,globosoft,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:16,0,Jameel,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:16,0,Shahzy,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:15,0,wz,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 2:09,0,Danyal Gilani,0,neutral
"RT @SymbioticsNews: IFC Supports DBACD to Increase #Microfinance Lending in #Egypt: The International Finance Cooperation (IFC), a… https:/…",3/14/2018 1:47,0,Kinan Lamaa,0,neutral
"#L-PESA#LPK 
L-Pesa is the first ever blockchain based microfinance platform
so I recommend that you join ICO. Do n… https://t.co/DDHIju1pr0",3/14/2018 1:41,3,keerthi rathnayake,0.25,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:37,0,????? ???,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:36,0,Anum Syed,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:33,0,Shazad Pervez,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:29,0,Ali Mahmood Jafri,0,neutral
RT @SmallBusinessBC: Recently started a #smallbiz? Looking for financial support? This FREE seminar is for you. Learn how to access early s…,3/14/2018 1:26,0,IES,0.125,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:26,0,Syed Salman Yousaf,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:24,0,Hasan Ahmed,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:21,0,Adnan khan,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/14/2018 1:13,0,Ali Humdani,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:10,0,Zain Zafar,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 1:09,0,Zubair Arshad,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/14/2018 1:04,0,ViiTv,0,neutral
Quickly offer the consumer durable #loans to your customers. How? Visit Kiosk - 26 at #M2020Asia &amp; explore our… https://t.co/5TW6nB82Nq,3/14/2018 1:00,0,Panamax Inc.,0.333333333,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 0:19,0,Mohammad kamran,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/14/2018 0:13,0,MairaS,0,neutral
"Donate to CESO today to fund projects in #needsassessment, #strategicplanning, #microfinance and more!… https://t.co/aECLwasuqx",3/14/2018 0:11,0,CESO | SACO,0,neutral
I Love The FINCA Microfinance because FINCA deal with all types of business small and medium industry. Specially th… https://t.co/U1hg7RE4ED,3/14/2018 0:08,0,Saif Khan,0.202380952,positive
@FINCA_Pakistan I Love The FINCA Microfinance because FINCA deal with all types of business small and medium indust… https://t.co/DmZyd3Z0ms,3/14/2018 0:06,0,Saif Khan,0.125,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 23:41,0,Nusrat Jamil,0,neutral
Accounts Assistant Job in Kenya – Microfinance https://t.co/rsMCLvjcOA,3/13/2018 23:31,0,E! NEWS Kenya,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/13/2018 23:27,0,Cadet Rafy Arain,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/13/2018 23:16,0,Digital Payment,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 23:10,0,Ijaz Sadiq Butt,0,neutral
RT @SmallBusinessBC: Recently started a #smallbiz? Looking for financial support? This FREE seminar is for you. Learn how to access early s…,3/13/2018 23:10,0,Comox Valley Chamber,0.125,positive
RT @ImpInvNetwork: -‘Banking on women’-: How #microfinance empowers Kenyan #women with small loans https://t.co/KVwkU5PHkF @OikocreditUK #S…,3/13/2018 23:04,0,Debbie Ryan,-0.25,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 23:00,0,Syed Daniyal Ahmed,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 22:55,0,zaman mehdi,0,neutral
"""Microfinance stands as one of the most promising and cost-effective tools in the fight against global poverty"" -Jo… https://t.co/GiCvrcPK1Z",3/13/2018 22:50,0,Via International,0.233333333,positive
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/13/2018 22:42,0,Yasser Hussain,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 22:36,0,Riaz Haq,0,neutral
RT @ImpInvNetwork: -‘Banking on women’-: How #microfinance empowers Kenyan #women with small loans https://t.co/KVwkU5PHkF @OikocreditUK #S…,3/13/2018 22:26,0,OikocreditUK,-0.25,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 22:21,0,Taha Gaya,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 22:21,0,Vasseh Ahmed,0,neutral
"RT @unrwausa: Manar al Sha'ar -- business owner, musician, and @UNRWA microfinance loan recipient -- is just one example of many inspiring…",3/13/2018 22:13,0,Laila Mokhiber,0.5,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 22:12,0,LatifjoFakir,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 22:08,0,Nauman Khan,0,neutral
Ant Financial invests $184.5m in Telenor Microfinance Bank via Payments News - from Glenbrook Partners - “In additi… https://t.co/N66bJLU52L,3/13/2018 22:06,0,Meridian Payments,0,neutral
Ant Financial (Alipay) to Invest $184.5 Million in Telenor Microfinance Bank https://t.co/lnpajk9L8y,3/13/2018 21:51,0,Shamraiz Ahmad,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:47,0,Muhammad Awais,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:43,0,Kaleem,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:41,0,Anam Naik,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:38,0,Syed Noman Nazir,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:37,0,muzi,0,neutral
"One of Telenor Microfinance Bank's biggest products is Easy Paisa, has approx 20m customers. https://t.co/LkH8U8grkA",3/13/2018 21:35,9,Asad Ghafoor,0.433333333,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:29,0,Ijaz Ali Khan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:23,0,Hasham Faisal,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:23,0,Umar,0,neutral
AFG to invest $185m in microfinance banking sector - Daily Times https://t.co/LaGvkQqUkn,3/13/2018 21:21,0,?????????????News,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:17,0,Kalim Khan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:09,0,Zeeshan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:07,0,Sunny99,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 21:05,0,Danish Zaidi,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/13/2018 21:02,0,Ihsan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:56,0,saifrahman,0,neutral
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/13/2018 20:53,0,@????? ?,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:48,0,Bilal Farooq,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:43,0,??? ???,0,neutral
New post: Uganda Microfinance Regulatory Authority board inaugurated https://t.co/deaHPdlSXa,3/13/2018 20:42,0,Nafassi com,0.136363636,positive
RT @evazhengll: Telenor Group and Ant Financial (an affiliate of #Alibaba) on Mar13 announced strategic partnership on investments of $184.…,3/13/2018 20:34,0,Love Pakistan,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:32,0,Faraz Naqvi,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:32,0,Tuaha Sohail,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:21,0,Naveera,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:21,0,ASAD ULLAH QASIM,0,neutral
Confirmed? I think they were considering to acquire Telenor Microfinance bank. https://t.co/1IITGoc4Ai,3/13/2018 20:21,1,Hina Safdarr,0.4,positive
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:19,0,Rupert Stone,0,neutral
"RT @KhanAsid_Speaks: Wellcome Jack Ma in Pakistan, Telenor Group and Ant Financial (an affiliate of Alibaba) has announced strategic partne…",3/13/2018 20:17,0,Kiran Khan PTI,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:17,0,Ammar,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:16,0,Zeeshan Haider BBC,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/13/2018 20:15,0,Muhammad Wasif Javed,0,neutral
